loss,eikonal_loss,source_loss,positivity_loss,lr,time
0.7471380949020385,0.33527645468711853,0.28733736276626587,0.12452424317598343,0.001,0.7268762588500977
0.5541241657733917,0.29963454604148865,0.13327144086360931,0.1212182268500328,0.001,0.18300485610961914
0.489123055934906,0.22996534407138824,0.1524907946586609,0.10666690021753311,0.001,0.19052720069885254
0.4282345050573349,0.1715831756591797,0.13679486513137817,0.11985645443201065,0.001,0.19471430778503418
0.37436116933822633,0.143729567527771,0.1325499713420868,0.09808165580034256,0.001,0.2591269016265869
0.3664257323741913,0.14736275374889374,0.11808667331933975,0.10097633302211761,0.001,0.2707850933074951
0.34141958355903623,0.1293286234140396,0.12602892518043518,0.08606202155351639,0.001,0.35965490341186523
0.3741136133670807,0.15522001683712006,0.1339077353477478,0.0849858745932579,0.001,0.3554239273071289
0.31774245738983153,0.10784859955310822,0.12267845869064331,0.08721538633108139,0.001,0.35806989669799805
0.2996813774108887,0.11267545074224472,0.09288828819990158,0.09411761909723282,0.001,0.35040712356567383
0.25590591207146646,0.09527652710676193,0.08658739179372787,0.07404198497533798,0.001,0.35445499420166016
0.28818965882062914,0.10979552567005157,0.11794363707304001,0.060450516641139984,0.001,0.3516578674316406
0.28050427973270414,0.12662248313426971,0.08946476876735687,0.0644170343875885,0.001,0.2667121887207031
0.2696874839067459,0.12321008741855621,0.08535179495811462,0.06112559884786606,0.001,0.3523409366607666
0.2550765523314476,0.10852779448032379,0.0781421884894371,0.06840657442808151,0.001,0.35616397857666016
0.20802261769771577,0.09240532666444778,0.05882014334201813,0.05679716914892197,0.001,0.3537900447845459
0.19041377007961274,0.09358362853527069,0.05374009162187576,0.04309004917740822,0.001,0.3508951663970947
0.18310694873332978,0.08697258681058884,0.04903484880924225,0.047099519520998,0.001,0.3528149127960205
0.17580244183540344,0.08599202334880829,0.05279064178466797,0.03701977804303169,0.001,0.26611971855163574
0.1601877723634243,0.08172954618930817,0.04079139232635498,0.03766683116555214,0.001,0.35832977294921875
0.1496063658595085,0.0731479749083519,0.04259517043828964,0.03386323153972626,0.001,0.35339903831481934
0.1571034713089466,0.08980436623096466,0.03363504260778427,0.03366406634449959,0.001,0.36580896377563477
0.1622489483654499,0.08841609954833984,0.04405258223414421,0.029780270531773567,0.001,0.349931001663208
0.1648462614417076,0.09494486451148987,0.034455448389053345,0.03544594347476959,0.001,0.3469061851501465
0.14135416820645333,0.07335393130779266,0.037180762737989426,0.030819473788142204,0.001,0.26747703552246094
0.13799679547548294,0.07380244880914688,0.03194468840956688,0.032249659299850464,0.001,0.3498518466949463
0.12442458271980286,0.06693997234106064,0.031524062156677246,0.025960547849535942,0.001,0.35533881187438965
0.1257253436744213,0.06649196147918701,0.0326053611934185,0.026628023013472557,0.001,0.36675357818603516
0.12337517857551575,0.06857602298259735,0.029186153784394264,0.02561299316585064,0.001,0.2702929973602295
0.11651694685220719,0.06165676563978195,0.02928967960178852,0.025570513680577278,0.001,0.3671228885650635
0.11219046592712402,0.06245720013976097,0.02637113817036152,0.02336212620139122,0.001,0.35317420959472656
