loss,u_loss,source_loss,lr,time
0.5845934221166811,0.4609769582748413,0.12310007959604263,0.001,0.32646989822387695
0.3630449626279589,0.2905521094799042,0.07258326560258865,0.001,0.14369797706604004
0.19860697461480373,0.12665395438671112,0.07185312360525131,0.001,0.14098525047302246
0.23584327668953317,0.13310417532920837,0.10267587006092072,0.001,0.15274310111999512
0.15957053317913206,0.10486543923616409,0.054650820791721344,0.001,0.17114806175231934
0.14338780114723515,0.09083893895149231,0.05256739258766174,0.001,0.15529894828796387
0.12458958866857268,0.07878527790307999,0.04580821469426155,0.001,0.16144394874572754
0.13421625788379918,0.08345237374305725,0.05079648643732071,0.001,0.15941596031188965
0.10363990534428777,0.0679977610707283,0.03555738553404808,0.001,0.1595151424407959
0.06696555291210869,0.04878426715731621,0.01818125694990158,0.001,0.16145730018615723
0.06142315904124781,0.04832687973976135,0.013097268529236317,0.001,0.1651918888092041
0.05368290992175038,0.040117934346199036,0.013547409325838089,0.001,0.16543793678283691
0.06421564907890966,0.04615362733602524,0.01803802326321602,0.001,0.16115617752075195
0.06231560981932538,0.04344029352068901,0.018870048224925995,0.001,0.16384220123291016
0.04417062554535285,0.0332619808614254,0.010892285965383053,0.001,0.16161680221557617
0.03444928524473932,0.028524864464998245,0.0059119020588696,0.001,0.1630411148071289
0.03226108499819969,0.025886448100209236,0.006365494336932898,0.001,0.16166400909423828
0.03032109509988132,0.025423681363463402,0.004891003482043743,0.001,0.16927480697631836
0.029129255697098195,0.022801050916314125,0.0063243405893445015,0.001,0.16160106658935547
0.025856690985125802,0.02053920552134514,0.005319514311850071,0.001,0.1642141342163086
0.022383683146815166,0.01920713484287262,0.0031713552307337523,0.001,0.15579605102539062
0.020001666973325328,0.017161913216114044,0.0028335123788565397,0.001,0.16263103485107422
0.019192198849171616,0.016016848385334015,0.0031678322702646255,0.001,0.16711091995239258
0.018317117882228628,0.015486283227801323,0.0028246960137039423,0.001,0.16109609603881836
0.014946514968248177,0.01326946821063757,0.001674733473919332,0.001,0.15832185745239258
0.014637559691426829,0.01286341529339552,0.0017724288627505302,0.001,0.1662740707397461
0.01433759877894468,0.012142116203904152,0.0021917028352618217,0.001,0.1662149429321289
0.015098772549383752,0.01229152176529169,0.0028046562802046537,0.001,0.16230201721191406
0.01581218378183674,0.012317733839154243,0.0034911162219941616,0.001,0.16848278045654297
0.017306242936805414,0.012085662223398685,0.005217877682298422,0.001,0.16936302185058594
0.021486982451608527,0.014824479818344116,0.0066421558149158955,0.001,0.1638197898864746
0.012298136895372172,0.010269646532833576,0.0020202656742185354,0.001,0.16065216064453125
0.013897374529206802,0.010509274899959564,0.0033866465091705322,0.001,0.16509294509887695
0.017278548374490645,0.012038372457027435,0.005242655985057354,0.001,0.15975618362426758
0.018291624683994992,0.01167809497565031,0.0066018789075315,0.001,0.16697287559509277
0.01365737822947118,0.01099051721394062,0.0026606658939272165,0.001,0.16094613075256348
0.014309979108751881,0.010341254062950611,0.003962634596973658,0.001,0.1694188117980957
0.01826042277569588,0.012024764902889729,0.006240734364837408,0.001,0.15865397453308105
0.01669237666450159,0.011278835125267506,0.005411420948803425,0.001,0.1599268913269043
0.0505170929337175,0.03127108886837959,0.019203251227736473,0.001,0.15917372703552246
0.04736279287470279,0.029504254460334778,0.01781468838453293,0.001,0.15950512886047363
0.031209440211277983,0.019162844866514206,0.012041904032230377,0.001,0.15956711769104004
0.029168581290086756,0.01953507587313652,0.009611002169549465,0.001,0.1613321304321289
0.03699006865411891,0.023115867748856544,0.013882892206311226,0.001,0.1674182415008545
0.025697515976004226,0.016845427453517914,0.008819766342639923,0.001,0.1572401523590088
0.01634447070629981,0.012880254536867142,0.003465377725660801,0.001,0.15775299072265625
0.014429959948949876,0.011395234614610672,0.0030228791292756796,0.001,0.16334795951843262
0.00972857016670302,0.008327034302055836,0.0013993025058880448,0.001,0.1619560718536377
0.008116770139126905,0.007384009193629026,0.0007310006185434759,0.001,0.17801785469055176
0.007629537760405654,0.006980282720178366,0.0006493101827800274,0.001,0.17020702362060547
0.007660607963193745,0.006866162642836571,0.0007922675576992333,0.001,0.16073322296142578
0.009357718302110624,0.007689210586249828,0.001664609182626009,0.001,0.181290864944458
0.011034887274208892,0.008505010977387428,0.0025276208762079477,0.001,0.16211199760437012
0.008356654051854507,0.006898306775838137,0.0014580708229914308,0.001,0.16520905494689941
0.0069018250771328065,0.005965664982795715,0.0009341327822767198,0.001,0.16266894340515137
0.005809925114368952,0.005262068938463926,0.0005468043964356184,0.001,0.16002392768859863
0.005783936880177926,0.005289650522172451,0.0004928859998472035,0.001,0.16433119773864746
0.005660114480005278,0.005195292644202709,0.0004638357786461711,0.001,0.16354608535766602
0.005853388903294351,0.005169549025595188,0.0006811650237068534,0.001,0.16179513931274414
0.006007920796472998,0.0051822238601744175,0.0008238712907768786,0.001,0.15729618072509766
0.005314831460729214,0.004715825896710157,0.0005980997812002897,0.001,0.16164827346801758
0.00570199109942088,0.004878136329352856,0.000822983100079,0.001,0.15551185607910156
0.006226806566201603,0.005225188098847866,0.0010003657080233097,0.001,0.16295099258422852
0.006337101335245212,0.005236651748418808,0.0010970564326271415,0.001,0.16161489486694336
0.008214046971493298,0.005892379209399223,0.0023294594138860703,0.001,0.16225290298461914
0.007857507320142006,0.005845403298735619,0.0020127256866544485,0.001,0.16486716270446777
0.008221920776745164,0.005844695493578911,0.0023693693801760674,0.001,0.16360187530517578
0.005580333839531262,0.004497217945754528,0.0010814969427883625,0.001,0.15881919860839844
0.006380108534650152,0.004828441888093948,0.0015495331026613712,0.001,0.16222381591796875
0.00571469446111414,0.004638782236725092,0.0010748340282589197,0.001,0.15839004516601562
0.007535291655276877,0.005497389007359743,0.002037539379671216,0.001,0.1643369197845459
0.00645755524092001,0.004805458709597588,0.001654103398323059,0.001,0.16278982162475586
0.008564004031596347,0.005894637666642666,0.002668495522812009,0.001,0.16590189933776855
0.0060780491999156755,0.004739189520478249,0.0013358391588553786,0.001,0.1594090461730957
0.016437406007104652,0.010751327499747276,0.005703638307750225,0.001,0.16503119468688965
0.013589762153287836,0.008621778339147568,0.004969894420355558,0.001,0.16280102729797363
0.01581553766421303,0.009697254747152328,0.006104462780058384,0.001,0.15780282020568848
0.017356808297117318,0.010740302503108978,0.006603947374969721,0.001,0.1629478931427002
0.017311560099831872,0.010070916265249252,0.007244295906275511,0.001,0.16146302223205566
0.015982215669486922,0.011155879124999046,0.00481367064639926,0.001,0.16038799285888672
0.01190752093589955,0.009357165545225143,0.0025484447833150625,0.001,0.1647040843963623
0.006255004647026208,0.005288122687488794,0.0009648238774389029,0.001,0.16176295280456543
0.004117889268916991,0.003656471148133278,0.0004619229584932327,0.001,0.16022706031799316
0.004314892327830364,0.003914771601557732,0.0003994969592895359,0.001,0.16130590438842773
0.0036377333109843,0.0032444396056234837,0.0003927915240637958,0.001,0.15656280517578125
0.0035481713177678525,0.003153502941131592,0.00039401015965268016,0.001,0.1543591022491455
0.004196076696469279,0.0034241608809679747,0.0007726858602836728,0.001,0.17029285430908203
0.003919481654954714,0.0033161381725221872,0.0006020818836987019,0.001,0.1943800449371338
0.0039115803355493405,0.0034490334801375866,0.0004627270973287523,0.001,0.15506982803344727
0.005422506949153356,0.00393003411591053,0.0014884253032505512,0.001,0.1611008644104004
0.0064249601746620855,0.0044057900086045265,0.002015967620536685,0.001,0.16585993766784668
0.009421557162650676,0.005866226740181446,0.0035609425976872444,0.001,0.14400506019592285
0.003771396923565316,0.0032713529653847218,0.0004991742316633463,0.001,0.1572401523590088
0.004430120988673086,0.0037041788455098867,0.000725488003809005,0.001,0.17245984077453613
0.0049139057571992,0.0035607314202934504,0.0013519075000658631,0.001,0.15467596054077148
0.004534491649200397,0.003490753471851349,0.0010431127157062292,0.001,0.15933990478515625
0.0037133163308803816,0.0030152336694300175,0.0006965129869058728,0.001,0.15010380744934082
0.006716560465674402,0.004506273660808802,0.002210793551057577,0.001,0.1609489917755127
0.00927897456860539,0.006261419504880905,0.0030193831771612167,0.001,0.16051197052001953
0.011913482686123493,0.008150169625878334,0.003765647765249014,0.001,0.14646196365356445
0.006941576241086762,0.0051478492096066475,0.0018003034638240933,0.001,0.11769485473632812
0.003947794799754042,0.003145871451124549,0.0007997371722012758,0.001,0.15346407890319824
0.003931690675078057,0.0031911777332425117,0.0007371545652858913,0.001,0.15869808197021484
0.004014384386601592,0.0031770672649145126,0.0008370826253667474,0.001,0.1730349063873291
0.0044112205709978735,0.003228436689823866,0.0011834389297291636,0.001,0.14443588256835938
0.004288769817419483,0.00311668892391026,0.001175771001726389,0.001,0.15987920761108398
0.0055850850284743314,0.004012071527540684,0.0015690061263740063,0.001,0.17187094688415527
0.005317078014329378,0.0037505209911614656,0.0015679405769333243,0.001,0.15352272987365723
0.006354699931603552,0.004398135934025049,0.001955831190571189,0.001,0.18628811836242676
0.006236947853183852,0.004137126263231039,0.0020915649365633726,0.001,0.15890097618103027
0.0042216010114550645,0.0028269451577216387,0.0013909952249377966,0.001,0.1741330623626709
0.003982507994056425,0.0028203350957483053,0.0011631627567112446,0.001,0.16331100463867188
0.0031329142246935377,0.002602416556328535,0.0005313990986905992,0.001,0.16151094436645508
0.0028974895962740753,0.0023847997654229403,0.0005116340471431613,0.001,0.17115521430969238
0.004359873176857485,0.0032664439640939236,0.0010920200729742646,0.001,0.16868138313293457
0.00467530506246644,0.003216854063794017,0.0014631622470915318,0.001,0.18915581703186035
0.004254842448978358,0.002971992129459977,0.0012802986893802881,0.001,0.1862020492553711
0.004126228836431336,0.002839364344254136,0.0012850778875872493,0.001,0.221052885055542
0.0045995082403987135,0.003133215941488743,0.001466506626456976,0.001,0.15854787826538086
0.0029805035527150437,0.0023065272253006697,0.000672820198815316,0.001,0.1798112392425537
0.0020838944679435357,0.0018535313429310918,0.00022981355141382664,0.001,0.16837096214294434
0.00343969228311373,0.0027786805294454098,0.0006621190113946795,0.001,0.17276215553283691
0.003581399305930339,0.0027347442228347063,0.0008481057593598962,0.001,0.17641687393188477
0.004388151759287352,0.003148276126012206,0.0012376876547932625,0.001,0.16547513008117676
0.009505828805072366,0.005570827517658472,0.003920143004506826,0.001,0.17272710800170898
0.012765818681558756,0.008426127023994923,0.004331398755311966,0.001,0.17228174209594727
0.03859988165506311,0.02564237080514431,0.012956669554114342,0.001,0.16345691680908203
0.07208579015082289,0.0386006198823452,0.03340742737054825,0.001,0.1766979694366455
0.047888800963528384,0.03687315434217453,0.011006701737642288,0.001,0.16003918647766113
0.018642437766420196,0.014037196524441242,0.004598436877131462,0.001,0.1669912338256836
0.009102811146689647,0.0075706178322434425,0.0015271286247298121,0.001,0.16199803352355957
0.0055535731474958255,0.0047659422270953655,0.0007843577768653631,0.001,0.17301297187805176
0.004936301713103942,0.004267914220690727,0.0006690911832265556,0.001,0.15697360038757324
0.004568506229616275,0.003936026711016893,0.0006314169731922448,0.001,0.17451024055480957
0.005603887285480368,0.004353130701929331,0.0012491418747231364,0.001,0.17367100715637207
0.005218361248085377,0.004092546179890633,0.0011233591940253973,0.001,0.17209386825561523
0.005137445936478766,0.004226382821798325,0.0009105029748752713,0.001,0.17142915725708008
0.00485180398542248,0.003553378628566861,0.0012984038330614567,0.001,0.17019081115722656
0.0034188547485929474,0.002796801971271634,0.0006215215544216335,0.001,0.16788721084594727
0.0030078630128673074,0.0025699881371110678,0.0004374729178380221,0.001,0.17298293113708496
