loss,u_loss,source_loss,lr,time
0.49042353524209975,0.4275849461555481,0.062753826379776,0.001,0.3265671730041504
0.27435423031832623,0.22408649325370789,0.05025438964366913,0.001,0.14844202995300293
0.2865670112306137,0.18861137330532074,0.0976511761546135,0.001,0.1473400592803955
0.1946505909404727,0.14703665673732758,0.04753559082746506,0.001,0.15996003150939941
0.17941909002628123,0.10990380495786667,0.06943518668413162,0.001,0.19363927841186523
0.18689865791972315,0.11623429507017136,0.07068102061748505,0.001,0.16915202140808105
0.15572090556325896,0.10745974630117416,0.048103634268045425,0.001,0.16535592079162598
0.15343006625759853,0.09218606352806091,0.06125254929065704,0.001,0.18301606178283691
0.13036756043678527,0.0915028303861618,0.03883729875087738,0.001,0.16263723373413086
0.13759650296823803,0.08492948859930038,0.05263544246554375,0.001,0.17399239540100098
0.11860867276414952,0.08532585948705673,0.03325669467449188,0.001,0.16707301139831543
0.11772425852762351,0.08208834379911423,0.03563220053911209,0.001,0.17329692840576172
0.10060423295432248,0.0673752948641777,0.03321397677063942,0.001,0.17330098152160645
0.11319220187743051,0.07999157905578613,0.03320864960551262,0.001,0.17296600341796875
0.11018194583988156,0.07796464115381241,0.032200887799263,0.001,0.17405915260314941
0.0927368878271288,0.07263177633285522,0.02010059915482998,0.001,0.16579890251159668
0.08403347760707584,0.06506310403347015,0.01897965371608734,0.001,0.16680574417114258
0.07750601312496008,0.06422258913516998,0.013276698999106884,0.001,0.1736280918121338
0.08605775961882194,0.06913760304450989,0.016922995448112488,0.001,0.1640758514404297
0.08634642809581308,0.06672170758247375,0.019631924107670784,0.001,0.19166111946105957
0.08314007211943739,0.06497759371995926,0.01817753165960312,0.001,0.1690502166748047
0.08497980454214858,0.06914401799440384,0.015821319073438644,0.001,0.1661367416381836
0.07858188770138794,0.0634644478559494,0.01511978730559349,0.001,0.18042635917663574
0.07836810740324321,0.0637994259595871,0.014569883234798908,0.001,0.16935014724731445
0.08730458031085019,0.06814847886562347,0.019184524193406105,0.001,0.1690378189086914
0.08738527720514988,0.06886690109968185,0.01853206753730774,0.001,0.16706204414367676
0.08678669778052624,0.06663857400417328,0.020139969885349274,0.001,0.16876983642578125
0.08654086325278386,0.06872276216745377,0.01783110573887825,0.001,0.16930508613586426
0.0853761419016359,0.06469595432281494,0.02068791538476944,0.001,0.16783380508422852
0.10344867406423242,0.07063368707895279,0.03285159543156624,0.001,0.16479015350341797
0.09826542315899983,0.0765676274895668,0.021733121946454048,0.001,0.1685786247253418
0.08567857017736888,0.06705106049776077,0.018620707094669342,0.001,0.16408395767211914
0.077605911421491,0.06443170458078384,0.013186543248593807,0.001,0.16741609573364258
0.07421123766171524,0.061057448387145996,0.013159015215933323,0.001,0.16703104972839355
0.07288788105691708,0.06171742454171181,0.011176710948348045,0.001,0.1679229736328125
0.07917848782134228,0.06421642005443573,0.014963661320507526,0.001,0.1712329387664795
0.0824618056631794,0.06505298614501953,0.01742888055741787,0.001,0.16548705101013184
0.07337330769168304,0.059432756155729294,0.013946283608675003,0.001,0.17145109176635742
0.07137490638772515,0.06055765599012375,0.010820451192557812,0.001,0.16798686981201172
0.07192077886234875,0.06021355465054512,0.011709116399288177,0.001,0.17505598068237305
0.07153212118429021,0.06129790470004082,0.010239302180707455,0.001,0.1719658374786377
0.07165062540230438,0.06123277544975281,0.010422954335808754,0.001,0.17051291465759277
0.07270031654352199,0.05966902896761894,0.013034053146839142,0.001,0.1618187427520752
0.07160087871760845,0.060398735105991364,0.011207389645278454,0.001,0.16982722282409668
0.07086627459997524,0.059386029839515686,0.011485777795314789,0.001,0.16923308372497559
0.07025281035286882,0.059282608330249786,0.010974382981657982,0.001,0.16992807388305664
0.0710355225498474,0.060735367238521576,0.010310228914022446,0.001,0.17571401596069336
0.06904699481605986,0.05812840163707733,0.010927600786089897,0.001,0.16261076927185059
0.07596197389524205,0.06382355839014053,0.012134012766182423,0.001,0.1673879623413086
0.07753057560586392,0.061312153935432434,0.016239598393440247,0.001,0.17014622688293457
0.08443324610514798,0.06715963035821915,0.017257414758205414,0.001,0.1745002269744873
0.08874031174496948,0.06227237731218338,0.02646568790078163,0.001,0.1629953384399414
0.0756873981429531,0.06319966912269592,0.012496836483478546,0.001,0.24321603775024414
0.07755888768662374,0.06230456009507179,0.015249431133270264,0.001,0.15549111366271973
0.08080609381384994,0.0627259761095047,0.018086355179548264,0.001,0.17784404754638672
0.08381657946527676,0.06644820421934128,0.0174015574157238,0.001,0.16863274574279785
0.07953660911593281,0.06265434622764587,0.016856446862220764,0.001,0.16790008544921875
0.07019242317076332,0.059640754014253616,0.010560835711658001,0.001,0.16878318786621094
0.07038187474679809,0.05878132954239845,0.01160995289683342,0.001,0.1669011116027832
0.0726620043156404,0.06027517467737198,0.01239065546542406,0.001,0.17038512229919434
0.07597497135309175,0.062202345579862595,0.013793550431728363,0.001,0.16387200355529785
0.09167161493900437,0.06735336035490036,0.024313176050782204,0.001,0.16883206367492676
0.09233998947241091,0.06828165799379349,0.02408456802368164,0.001,0.17236709594726562
0.08309677436264928,0.06656879931688309,0.016506509855389595,0.001,0.17038893699645996
0.07071624490226822,0.05816040188074112,0.012566831894218922,0.001,0.16797494888305664
0.07367786075363429,0.060418978333473206,0.013260078616440296,0.001,0.16864919662475586
0.06740624977404155,0.05668476223945618,0.010724577121436596,0.001,0.16863179206848145
0.06647629937330092,0.05612356960773468,0.01035499107092619,0.001,0.17009782791137695
0.06718467301534664,0.05707843601703644,0.010114851407706738,0.001,0.1619408130645752
0.08471188069540399,0.06671315431594849,0.01804925501346588,0.001,0.17010188102722168
0.08793741894596302,0.06380963325500488,0.024151744320988655,0.001,0.16661787033081055
0.0728659653604943,0.05887680873274803,0.013983695767819881,0.001,0.17152905464172363
0.06630656761898153,0.056924305856227875,0.009387856349349022,0.001,0.16860127449035645
0.06360009844629626,0.05498308315873146,0.008623287081718445,0.001,0.16924214363098145
0.06805320008323171,0.05589892715215683,0.012165400199592113,0.001,0.16959381103515625
0.06591353970924933,0.05586797744035721,0.010052969679236412,0.001,0.17108392715454102
0.06397236926222745,0.05521048977971077,0.008768267929553986,0.001,0.1673259735107422
0.06402436804374521,0.05416552722454071,0.0098644457757473,0.001,0.16944408416748047
0.06362410923943398,0.05477256327867508,0.008857272565364838,0.001,0.16782689094543457
0.06330600651152814,0.053305767476558685,0.010007292032241821,0.001,0.16905975341796875
0.06502505887897345,0.05445636808872223,0.010581595823168755,0.001,0.16509222984313965
0.06960386562143536,0.05406585708260536,0.015532825142145157,0.001,0.16341185569763184
0.08024790625075409,0.0664154514670372,0.013823326677083969,0.001,0.1678149700164795
0.1156157286023314,0.0764923170208931,0.03915352001786232,0.001,0.16924476623535156
0.12036469034717286,0.08733443170785904,0.03300662338733673,0.001,0.16823601722717285
0.1641502672086805,0.10931043326854706,0.0547383651137352,0.001,0.16802716255187988
0.13618707252826576,0.09311961382627487,0.04301636666059494,0.001,0.16758394241333008
0.1323049178387904,0.09683212637901306,0.03555979207158089,0.001,0.16784214973449707
0.4219833392288022,0.29608380794525146,0.12581761181354523,0.001,0.1677398681640625
0.2913309691534299,0.1886373907327652,0.10268004238605499,0.001,0.16844916343688965
0.20746138465221142,0.15028804540634155,0.057231105864048004,0.001,0.1696639060974121
0.1515736445102841,0.1059592068195343,0.04560002684593201,0.001,0.16805601119995117
0.13591195942746434,0.09702051430940628,0.038850318640470505,0.001,0.1644449234008789
0.14411869486617757,0.10285837203264236,0.04124777019023895,0.001,0.16886115074157715
0.1410551388603557,0.09602338820695877,0.04508166387677193,0.001,0.17121005058288574
0.13605093389433312,0.11000708490610123,0.026051310822367668,0.001,0.16430211067199707
0.11627198562876652,0.08552906662225723,0.030744299292564392,0.001,0.16772007942199707
0.11207786351874069,0.07668739557266235,0.035334523767232895,0.001,0.16867828369140625
0.10610531240676588,0.08355804532766342,0.022532839328050613,0.001,0.17266201972961426
0.0874992004640511,0.06689390540122986,0.02059795893728733,0.001,0.1689767837524414
0.0850875794412492,0.06669732928276062,0.018397174775600433,0.001,0.1726207733154297
0.07387620848407189,0.0633159875869751,0.010557226836681366,0.001,0.18217134475708008
0.07236018594837026,0.060458529740571976,0.01190866157412529,0.001,0.1576519012451172
0.07296065656559943,0.05797057971358299,0.01499765645712614,0.001,0.16563200950622559
0.07579736858143978,0.06048469990491867,0.015321856364607811,0.001,0.16968297958374023
0.07417021987119689,0.06192871928215027,0.012242023833096027,0.001,0.1690061092376709
0.06857197739361555,0.05843912437558174,0.01013393048197031,0.001,0.16846513748168945
0.06987208934132311,0.0569065622985363,0.01297154650092125,0.001,0.16669702529907227
0.06979928886396312,0.056260496377944946,0.0135542843490839,0.001,0.17107510566711426
0.06412717200639777,0.05518629401922226,0.008944814093410969,0.001,0.17143702507019043
0.06321735106607543,0.05403726547956467,0.009183276444673538,0.001,0.17263078689575195
0.06289351741092294,0.05388004705309868,0.009019416756927967,0.001,0.16711926460266113
