loss,laplace_loss,source_loss,lr,time
0.07889743275940418,0.07491226494312286,0.00398516608402133,0.001,1.1737089157104492
0.03729785941541195,0.036312948912382126,0.0009849118068814278,0.001,0.34696483612060547
0.03503931649029255,0.03366057574748993,0.0013787447242066264,0.001,0.2626669406890869
0.03411622241139412,0.03327995911240578,0.000836266262922436,0.001,0.28455090522766113
0.03315041899681091,0.032265666872262955,0.0008847571443766356,0.001,0.5753710269927979
0.03224284566938877,0.031259819865226746,0.000983025529421866,0.001,0.4998750686645508
0.032379144653677944,0.031483009457588196,0.000896135694347322,0.001,0.4998347759246826
0.03182240732014179,0.03107067383825779,0.0007517329067923129,0.001,0.5055558681488037
0.03192220963537693,0.031040703877806664,0.0008815042674541473,0.001,0.49563121795654297
0.031508006751537324,0.03064722754061222,0.0008607783238403499,0.001,0.49759984016418457
0.03126269102096558,0.03043125569820404,0.000831433164421469,0.001,0.5010972023010254
0.031035341694951056,0.030217373743653297,0.0008179680444300175,0.001,0.5033349990844727
0.031373876482248306,0.03037208318710327,0.0010017938911914825,0.001,0.4995889663696289
0.030477088019251822,0.029482565820217133,0.0009945211932063103,0.001,0.4968760013580322
0.02977772779762745,0.02891404926776886,0.0008636785205453634,0.001,0.5064210891723633
0.02943037696182728,0.028702303767204285,0.0007280733552761376,0.001,0.5003688335418701
0.030747443437576294,0.029811576008796692,0.0009358726674690843,0.001,0.5156040191650391
0.028895135745406152,0.028159447014331818,0.0007356871501542628,0.001,0.535351037979126
0.02896524652838707,0.028198344632983208,0.0007669009501114488,0.001,0.5727076530456543
0.028375291004776954,0.027547070756554604,0.0008282174239866436,0.001,0.5723593235015869
0.0278985096514225,0.027146801352500916,0.0007517054909840226,0.001,0.4948279857635498
0.027645511850714684,0.02686418779194355,0.0007813239935785532,0.001,0.4979121685028076
0.02805363528430462,0.027185779064893723,0.000867855385877192,0.001,0.5091288089752197
0.028211211785674095,0.027306413277983665,0.0009047982166521251,0.001,0.5123181343078613
0.02954958550632,0.028810059651732445,0.0007395231514237821,0.001,0.5015397071838379
0.02844262771308422,0.02759738452732563,0.0008452441543340683,0.001,0.524550199508667
0.029218028783798217,0.02781975455582142,0.001398273860104382,0.001,0.5087113380432129
0.027549305483698844,0.026429511606693268,0.0011197919957339764,0.001,0.5900988578796387
0.027105014547705652,0.02641921490430832,0.0006857975386083126,0.001,0.4954221248626709
0.026785479784011842,0.02612798474729061,0.00065749476198107,0.001,0.5020229816436768
0.026895933523774146,0.02626633644104004,0.0006295975763350725,0.001,0.483867883682251
0.026388179585337637,0.02570684440433979,0.0006813344080001116,0.001,0.5025222301483154
0.027255655825138093,0.02645120583474636,0.0008044466958381236,0.001,0.49260592460632324
0.02790298268198967,0.027014553546905518,0.0008884260896593332,0.001,0.5023207664489746
0.027232594564557077,0.02638362906873226,0.0008489633328281343,0.001,0.4903261661529541
0.028547062799334527,0.0268337894231081,0.0017132738139480352,0.001,0.4961519241333008
0.026654082685709,0.025753581896424294,0.0009004995226860046,0.001,0.4969780445098877
0.025509405955672262,0.024860618636012077,0.0006487870705313981,0.001,0.4908888339996338
0.025211279317736625,0.024593079462647438,0.0006181999342516065,0.001,0.49770522117614746
0.024751502051949502,0.02423611469566822,0.0005153900710865855,0.001,0.4988858699798584
0.024455294758081437,0.02392282895743847,0.0005324661615304649,0.001,0.4964101314544678
0.024461636394262312,0.023876076564192772,0.0005855619674548507,0.001,0.4987328052520752
0.026031312718987464,0.025437450036406517,0.0005938613321632147,0.001,0.4966137409210205
0.02518707901239395,0.024713309481739998,0.00047377098235301673,0.001,0.5190029144287109
0.03641639083623886,0.03389609977602959,0.0025202929973602295,0.001,0.5074808597564697
0.028511221557855605,0.027430541813373566,0.001080681337043643,0.001,0.49784207344055176
0.026768440827727318,0.025783980265259743,0.0009844604646787047,0.001,0.505446195602417
0.026349102929234505,0.02553703635931015,0.0008120661950670183,0.001,0.5023961067199707
0.02543755292892456,0.024795569479465485,0.0006419813144020736,0.001,0.4983382225036621
0.02492212809622288,0.0243791863322258,0.0005429424927569926,0.001,0.4979691505432129
0.024606708064675333,0.024142637848854065,0.00046406983165070415,0.001,0.4971959590911865
0.024261477813124658,0.02380318008363247,0.0004583008121699095,0.001,0.5131158828735352
0.02516504094004631,0.02453513815999031,0.000629905320238322,0.001,0.5831711292266846
0.026151320934295653,0.02542831376194954,0.0007230059127323329,0.001,0.5473930835723877
0.024953281283378603,0.024243565276265144,0.0007097169291228056,0.001,0.5377438068389893
0.024185470417141915,0.02371283248066902,0.00047263744636438787,0.001,0.4963991641998291
0.023946901708841326,0.02343514934182167,0.0005117490654811263,0.001,0.494279146194458
0.023429464027285577,0.022964097559452057,0.0004653652722481638,0.001,0.49418020248413086
0.02287709094583988,0.02251320518553257,0.0003638831549324095,0.001,0.5025148391723633
0.02291826009750366,0.022576777264475822,0.0003414785023778677,0.001,0.5635969638824463
0.02281854219734669,0.022360319271683693,0.00045822173706255853,0.001,0.49284815788269043
0.023166889175772667,0.022513795644044876,0.0006530933897010982,0.001,0.5051240921020508
0.025034432634711265,0.023739544674754143,0.001294884947128594,0.001,0.5120198726654053
0.025478920936584472,0.024057621136307716,0.0014212987152859569,0.001,0.5043182373046875
0.027994955778121947,0.02637963369488716,0.0016153180040419102,0.001,0.5111188888549805
0.027822382859885694,0.026378562673926353,0.0014438165817409754,0.001,0.49544191360473633
0.02501012921333313,0.024308189749717712,0.0007019377662800252,0.001,0.5066072940826416
0.023739162981510162,0.023205390200018883,0.000533773098140955,0.001,0.4955708980560303
0.022940378487110138,0.022505493834614754,0.00043488750816322863,0.001,0.49750494956970215
0.022549215629696848,0.022151945158839226,0.000397271360270679,0.001,0.5058250427246094
0.022119372636079788,0.021722910925745964,0.0003964608768001199,0.001,0.5195231437683105
0.02226929135620594,0.021845705807209015,0.00042358788778074086,0.001,0.4936211109161377
0.02171699531376362,0.021277107298374176,0.0004398877208586782,0.001,0.51357102394104
0.021565929278731345,0.021185211837291718,0.0003807189059443772,0.001,0.5063490867614746
0.021769413873553276,0.021219860762357712,0.0005495520890690386,0.001,0.5044219493865967
0.021811783723533155,0.021134328097105026,0.0006774530629627407,0.001,0.49153780937194824
0.022158767096698284,0.021335868164896965,0.0008228959050029516,0.001,0.5021061897277832
0.023580622896552085,0.022531362250447273,0.0010492599103599787,0.001,0.511634111404419
0.023950896784663202,0.022862840443849564,0.001088055782020092,0.001,0.5360231399536133
0.023774539306759834,0.023043213412165642,0.000731322739738971,0.001,0.593425989151001
0.023103298768401146,0.022313613444566727,0.0007896815077401698,0.001,0.5383610725402832
0.02193843923509121,0.02135227434337139,0.0005861647659912705,0.001,0.5144741535186768
0.024353664182126523,0.02358252927660942,0.0007711334619671106,0.001,0.514930009841919
0.028325014784932136,0.026854462921619415,0.0014705532230436802,0.001,0.4942941665649414
0.0231355719268322,0.022527091205120087,0.0006084800115786493,0.001,0.5183150768280029
0.02420895915478468,0.02312191016972065,0.0010870491387322545,0.001,0.5784790515899658
0.02488598454743624,0.023607464507222176,0.0012785197468474507,0.001,0.5054810047149658
0.021958744525909422,0.021343117579817772,0.0006156271556392312,0.001,0.5052351951599121
0.021351715251803398,0.020825857296586037,0.0005258558667264879,0.001,0.4855670928955078
0.021212201416492462,0.020704632624983788,0.0005075674271211028,0.001,0.4924168586730957
0.02253350704908371,0.021766988560557365,0.0007665175362490118,0.001,0.5131540298461914
0.021272829100489617,0.020810270681977272,0.00046256009954959154,0.001,0.5097920894622803
0.02067228324711323,0.020141921937465668,0.0005303611396811903,0.001,0.4983711242675781
