loss,laplace_loss,source_loss,lr,time
0.0638200005888939,0.047190580517053604,0.0166294127702713,0.001,1.425191879272461
0.038918161392211915,0.027902331203222275,0.011015831492841244,0.001,0.40479421615600586
0.030628536716103553,0.026967119425535202,0.003661417867988348,0.001,0.3672640323638916
0.027552785724401473,0.024767372757196426,0.0027854167856276035,0.001,0.3698890209197998
0.025275591760873795,0.023470258340239525,0.0018053341191262007,0.001,0.5635840892791748
0.025028317719697952,0.022987764328718185,0.00204055430367589,0.001,0.5213518142700195
0.024242238849401476,0.02174448035657406,0.002497758949175477,0.001,0.5825741291046143
0.021770382672548293,0.0202599186450243,0.00151046400424093,0.001,0.5826869010925293
0.01802009329199791,0.016496572643518448,0.0015235187020152807,0.001,0.6186439990997314
0.019895660281181334,0.016227228567004204,0.0036684307269752026,0.001,0.6008450984954834
0.012996745500713587,0.011939900927245617,0.001056845299899578,0.001,0.6189448833465576
0.013671616911888123,0.012081652879714966,0.0015899640275165439,0.001,0.6726500988006592
0.024699175246059895,0.020819826051592827,0.0038793515413999557,0.001,0.6628799438476562
0.01714469213038683,0.01493704691529274,0.002207645680755377,0.001,0.6785609722137451
0.014714052192866802,0.012223891913890839,0.002490160521119833,0.001,0.6386451721191406
0.011319253984838724,0.01002414245158434,0.0012951117241755128,0.001,0.662316083908081
0.00855793640948832,0.00775401946157217,0.0008039165404625237,0.001,0.6359789371490479
0.007066564485430717,0.006299209780991077,0.0007673543877899647,0.001,0.6302127838134766
0.006018949542194605,0.005368996877223253,0.0006499529117718339,0.001,0.6473979949951172
0.006278529381379485,0.005418580025434494,0.0008599492721259594,0.001,0.6435332298278809
0.009845032319426537,0.00845178123563528,0.001393250422552228,0.001,0.6424729824066162
0.005914763398468494,0.00515767140313983,0.0007570919115096331,0.001,0.6627581119537354
0.004750391053967178,0.004337100312113762,0.0004132910689804703,0.001,0.6731469631195068
0.004244385082274676,0.0036885756999254227,0.0005558091797865927,0.001,0.6153693199157715
0.005246529565192759,0.004374775569885969,0.0008717541350051761,0.001,0.6634616851806641
0.006837860364466906,0.00544171454384923,0.0013961457880213857,0.001,0.7366631031036377
0.007172837359830737,0.006302501540631056,0.0008703357889316976,0.001,0.6392691135406494
0.008719036923721432,0.0067893932573497295,0.0019296429818496108,0.001,0.6278829574584961
0.004441169290803373,0.003962177317589521,0.00047899200581014156,0.001,0.6453399658203125
0.003526467024348676,0.0029310390818864107,0.0005954279913567007,0.001,0.6949000358581543
0.004297322267666459,0.0036785306874662638,0.0006187916151247919,0.001,0.630342960357666
0.004157570470124483,0.003648024285212159,0.0005095464293844998,0.001,0.6497061252593994
0.004326988831162453,0.003567627863958478,0.0007593607879243791,0.001,0.6481218338012695
0.003627441395074129,0.003117159940302372,0.0005102813011035323,0.001,0.6490256786346436
0.0028029303345829247,0.0024422253482043743,0.0003607052203733474,0.001,0.6379539966583252
0.0027339985128492115,0.0023845990654081106,0.0003493992262519896,0.001,0.6862149238586426
0.0037208347488194705,0.003249454777687788,0.0004713798698503524,0.001,0.6534478664398193
0.0034044384118169548,0.0026866549160331488,0.0007177838124334812,0.001,0.6659891605377197
0.0032792075164616106,0.0025748482439666986,0.0007043594960123301,0.001,0.6209900379180908
0.002849684003740549,0.0025313531514257193,0.0003183307417202741,0.001,0.6961343288421631
